,Title,Body,Date,URL
740,"
Ex-NSA Spanta Calls to Equip, Supply Public Uprising Forces
","
Former national security adviser Rangin Dadfar Spanta suggested that to prevent the fall of Herat city to the Taliban, there is a need to equip and supply the public uprising forces led by former mujahedeen leader Mohammad Ismail Khan.
He criticized the government’s “wrong” policies toward ceasefire agreements, which, he cautioned, could strengthen the Taliban and increase violence in the country. The plan, according to Spanta, called for announcing a ceasefire in certain parts of the country.
“If the plan is to ensure ceasefire for instance in great Kandahar or great Paktia, in this case, the national unity and morale will be affected and all will find an opportunity to attack Herat,” Spanta said.
He made the remarks at a session hosted by the Afghan Institute for Strategic Studies focused on the situation in Herat.
“The situation will definitely worsen if this inattention continues and we do not support the resistance force,” said Saleh Mohammad Saljoqi, a former MP from Herat.
“A wild force comes that is not accountable,” said Mohammad Nasir Foshanji, a Herat resident, speaking of the Taliban.
The fighting in Herat has decreased over the last two days but is close to the central parts of the city. 
",2021-08-08T20:40:10+0430,https://tolonews.com/afghanistan-174086
741,"
20 Civilians Killed in Helmand, Health Clinic, School Destroyed
","
As clashes continue in the city of Lashkargah, Helmand’s capital, a health clinic and a school were destroyed in airstrikes and officials said that at least 20 civilians were killed in the fighting in the last 48 hours.
Helmand residents said most of the civilians, including women and children, were killed in rocket attacks and airstrikes.
The clashes were mostly focused on districts 1 and 2 of Lashkargah. These two districts have been cleared of the Taliban, security officials said.
A video from Helmand shows the destroyed building of Shaheed Anwar Khan High School in Lashkargah’s District 2.
Other footage shows a government-owned health clinic in Lashkargah’s District 7 that has been destroyed during the clashes.
Security sources said that the Taliban were hidden in those two areas and were targeted by US airstrikes, probably B-52 bombers.
“It was 10pm at night when the airstrike was carried out. Then the school caught fire,” said Mohammad Nabi, a guard at the school.
Lashkargah has witnessed street-by-street fighting between government forces and the Taliban for the past 10 days.
Health officials said many of the civilians killed were caught in the fighting. 
“Most of them were killed or wounded in the crossfire,” said Sher Mohammad Shakir, head of the public health directorate of Helmand.
All departments of Bost Hospital in Lashkargah have been allocated to treat war victims. 
“I was wounded in a clash in Bost area,” said Habibullah, a wounded resident.
“I was injured in a rocket attack,” said Faizullah, a resident of Lashkargah.
Local officials said Taliban attacks continue to be launched against the police headquarters and the NDS facility in Lashkargah, but security forces have managed to make some progress in the last few days.
“Our forces are trying to clear Lashkargah of the Taliban,” said Fawad Aman, a spokesman for the Ministry of Defense.
",2021-08-08T19:33:29+0430,https://tolonews.com/afghanistan-174088
742,"
Fighting Underway in Balkh, Takhar Provinces
","
Fighting is underway between security forces and Taliban in the northern provinces of Balkh and Takhar since Sunday night, officials from the province said. 
The security forces supported by public uprising forces retook the control of Farkhar and Worsaj districts in Takhar on Sunday after they retreated from the capital city Taluqan, sources said. 
The government and Taliban have not yet confirmed the news.  
In Balkh, heavy clashes are underway in Dehdadi district since Sunday night, sources said. The clashes are close to Balkh capital Mazar-e-Sharif city and Pul-e-Imam Bukhari area, sources said. 
The defense lines will break if reinforcement are not sent to the province, sources from Balkh said. 
Security officials have not commented on the clashes.
This comes as Taliban has seized three key northern cities in the last three days. 
",2021-08-09T09:01:05+0430,https://tolonews.com/afghanistan-174094
743,"
Afghanistan: 27 children Killed in Just 3 Days, UN Agency Says
","
The UN's agency for children, UNICEF, in a statement on Monday said that 27 children were killed and 136 more were wounded in ongoing fighting in Kandahar, Khost and Paktia provinces in the last 72 hours.
The UN agency said it is ""shocked by the rapid escalation of grave violations against children"" in Afghanistan.
According to the agency, 20 children were killed and 130 more were wounded in Kandahar; 2 children were killed and 3 more were wounded in Khost; 5 children were killed and 3 more were wounded in Paktia in the last 72 hours.
The atrocities grow higher by the day, the agency says.
“These are not numbers. Each one of these deaths and each case of physical suffering is a personal tragedy,” UNICEF envoy in Afghanistan Hervé Ludovic De Lys said in a statement. “These children are much loved and longed-for daughters and sons, brothers and sisters, cousins and friends. All of them are children whose right to protection, under international humanitarian law, has been disregarded by warring parties.”
UNICEF said that these atrocities are also evidence of the ""brutal nature and scale of violence in Afghanistan which preys on already vulnerable children.""
On top of this ""appalling situation,"" UNICEF said, it is also ""deeply concerned about reports that children are, increasingly, being recruited into the conflict by armed groups.""
The agency said that many other boys and girls are deeply traumatized as they witness atrocities committed against their families and others in their communities.
UNICEF said that children should not pay for this worsening conflict with their childhoods and that only a complete end of hostilities can protect Afghanistan’s children.
As long as the conflict rages, children’s ""right to thrive is compromised; their futures jeopardized, and their contributions to their nation’s prospects diminished,"" the agency said.
UNICEF called on all those engaged in mediation efforts to hold the warring parties to their international obligations to children.
",2021-08-09T15:23:49+0430,https://tolonews.com/afghanistan-174102
744,"
Afghan Artists Spread Hope Amid Intensifying Violence
","
Several young Afghan photographers, painters, and calligraphers launched a program to display artwork in Kabul on Monday to spread hope and inspiration amid the chaotic situation in the country.
The exhibit was named the ""generation of hope,"" and participants said they have witnessed both joyful and sad days.
One of these young people said no problem can overcome them or impede the progress of the country, and that they will stand strong in defending their country.
“We will stand and we will resist, we will work for our future and for our country so that other young people are encouraged,” said Natasha Hakimi, one of the photographers.
“We love this art, and we will continue until the end,” said cameraman Elham Rostami.
The program included painting, drawing and calligraphy.
Reading poems, playing music hosting a photo exhibit were part of the program. 
“We love when people come and visit our exhibition and find hope from it,” said Mohammad Rafi Malek, a photographer.
",2021-08-09T19:53:28+0430,https://tolonews.com/afghanistan-174106
745,"
Samangan’s Center Aybak Falls to Taliban
","
The city of Aybak, the capital of the northern province of Samangan, fell to the Taliban on Monday, MPs confirmed.
With Aybak, the number of cities that fell to the Taliban recently has risen to five. Zarang, capital of Nimruz, Sheberghan, capital of Jawzjan province, Taloqan, capital of Takhar, Sar-e-Pul, capital of Sar-e-Pul province and now Aybak, capital of Samangan, are the cities that are under Taliban control.
The residents of Aybak accused the central government of negligence.
MPs from Samangan in Parliament said that the security forces left the city without fighting.
“Unfortunately, Aybak, the city in Samangan, fell to the Taliban today about 2:30pm (local time). The government forces retreated from the city and now the Taliban has entered and captured the police HQ and the National Directorate of Security (NDS) building,” said Abdalelah Mohammadi, an MP from Samangan.
In recent days the Taliban intensified their attacks in the northern parts of the country, especially in Jawzjan, Samangan, Takhar, Balkh, Kunduz and Sar-e-Pul provinces.
Taloqan fell to the Taliban late Sunday after weeks of fighting with security forces and public uprising forces.
Local officials said hundreds of the security forces retreated from Taloqan and moved to Farkhar and Warsaj districts in the province and have retaken the two districts from the Taliban.
“Takhar has been at war for the past 40 days and witnessed heavy clashes…. The people are concerned about the situation and most of the people have left their homes and moved to other provinces,” said Faramarz Amiri, a resident of Takhar.
Ramazan, another resident of Takhar, said: “The security forces and public uprising forces have been fighting for  the past 40 days and standing against the Taliban without the support of the central government. Unfortunately, the lack of equipment and central government’s support has caused Taloqan to fall to the Taliban.”
In Kunduz city, clashes have been ongoing between the security forces and the Taliban for the past two days.
Despite the loss of the provincial governor's office, police HQ and NDS building, the government forces are still fighting the Taliban close to the 217 Pamir Corps and airport.
“Clashes are ongoing in Kunduz city close to the remaining government buildings,” said Mohammad Yousuf Ayoubi, head of the provincial council of Kunduz.
Officials of the Parliament's defense commission have urged the government to take immediate action against the Taliban’s advance, saying: “If immediate action does not take place, other cities will also fall to the Taliban.”
But the security organizations are assuring the people that the cities will be retaken.
Currently, the Taliban has increased pressure on Faizabad city, capital of the northeastern province of Badakhshan; Maimana, capital of Faryab; Pul-e-Khumri in Baghlan and Mazar-e-Sharif, capital of Balkh province.
The Afghan security forces pushed back a Taliban attack in the Dehdadi district of Balkh, the Defense Ministry said on Monday, adding: “The Taliban left the area after suffering heavy casualties.”
The Taliban claim, however, their fighters clashed with security forces in the Kod-e-Barq area and govt forces sustained casualties.
The National Army's 209 Shaheen Corps, which is one of the security forces' largest military bases, is also located in the district.
Dehdadi borders Mazar e Sharif city.
“The enemies attacks are ongoing in Kunduz, Sheberghan, Samangan and Sar-e-Pul but the government forces are standing against them and we also have made progress in Kunduz and other cities. The enemies have suffered heavy casualties” said Mirwais Stankezai, a spokesman for Interior Ministry.
The security organization on Monday announced that 579 Taliban were killed, and 161 others were wounded in the past 24 hours in operations mounted by security forces. But the Taliban has not yet commented on casualties.
",2021-08-09T18:10:47+0430,https://tolonews.com/afghanistan-174107
746,"
Ghani, Political Leaders Agree on Public Forces Command Center
","
A group of political leaders and President Ashraf Ghani at a meeting on Monday agreed to form a joint command center for public uprising forces to better manage, equip and strengthen them in the fight against the Taliban, sources said.
Abdullah Abdullah, chairman of the High Council for National Reconciliation, and other political leaders including Abdul Rab Rasul Sayyaf, Mohammad Yunus Qanooni, Marshal Abdul Rashid Dostum, Mohammad Mohaqiq, as well as the speakers of the National Assembly attended the meeting at the Presidential Palace on Monday, according to a Palace statement.
“They agreed on mobilization, strengthening and the rapid equipping of public uprising forces within the framework of the government” to fight the Taliban, the Palace said after the meeting.
Sources said that key political leaders will be part of this command center, which will mobilize people in various areas to fight the Taliban.
The development comes as Abdullah Abdullah and other political figures discussed the formation of the command center in a meeting at his office earlier this week.
It also comes amid a rapid spread of the fighting to the country’s provincial capitals. Five provincial capitals have fallen to the Taliban in just four days.
Sources said that the politicians involved in the matter will determine how many forces they can mobilize and in which areas they will fight the Taliban.
The decision comes a day after Dostum met with President Ghani, and according to Dostum’s aide, the nation's top general suggested imposing martial law.
“Today, the political leaders suggested that a big military responsibility should be given to Marshal Dostum,” he said.
Analysts said there is a need for a sophisticated management system for the security forces in their fight against the Taliban.
“In war, even a one-minute opportunity is very important. In war, the plans that are made should be implemented quickly,” military affairs analyst Mehrabuddin Safi said.
“It will not be effective if we don’t see efficiency in action,” said Hamidudin Yuldash, an MP from Jawzjan.
The sources also said that amid these efforts to boost the strength of the frontlines against the Taliban, Abdullah Abdullah is expected to travel to Doha on Monday evening for a three-day session there.
Representatives of regional countries as well as the EU and the US are also expected to attend the three meetings on Afghan peace. But it is not clear whether Abdullah will meet with Taliban leaders in Doha. 
",2021-08-09T18:24:34+0430,https://tolonews.com/afghanistan-174108
747,"
Displaced Families from North Sleeping in Open Air in Kabul
","
Dozens of families from Kunduz, Takhar and Badakhshan provinces sought refuge in Kabul after fleeing the fighting in the three northern provinces. They arrived in Kabul on Sunday evening and spent the night in the open air.
The families said they ""lost everything” in the war. Every family has its own bitter story of the ongoing violence that has overwhelmed the country. Some of those who spoke to TOLOnews have lost loved ones, their houses, and other belongings, and some have been wounded in the recent fighting.
Five cities fell to the Taliban in the last four days, an occurrence not seen for the last 20 years.
In one instance four children from the same family slept in the open air. The mother of these children, Shaima, said she left everything in the city of Kunduz and came here with family members.
“Bombs came from one side and bullets from another. Homes were destroyed,” Shaima said.
“Who is interested in leaving their home and living in this dust?” said Abdul Qayum, a displaced person from Kunduz.
The displaced residents blamed the government for not addressing their condition. Malika, a resident of Kunduz, said she gave her jewelry to a driver to take her and her family to Kabul.
“The president harmed the honor of this people. Abdullah during elections did not agree on a 50-50 government. Now why is he not going to the frontlines like Ismail Khan?” Malika said.
Some of the displaced families are from Takhar province, the majority of which are from the provincial capital Taluqan city. They said that heavy mortar fire landed in their neighborhood, compelling them to leave their homes.
“Four children were killed in our neighborhood when a rocket hit their home. Ultimately, we left everything and left,” said a Takhar resident who has been displaced.
A volunteer group helping displaced people said that so far they have determined that 30 children need treatment for illness.
“The patients are in a bad condition. They should be admitted to a hospital,” said Sharafuddin Amiri, a doctor.
The displaced people said they see Kabul as their only place to be safe from the ongoing fighting, as the border with Iran and Pakistan is not open to those who leave their homes due to conflicts.
Some of the displaced families are in Sarai Shamali in the north of Kabul and others are in the Shahre Naw area in downtown Kabul.
“Time to use the emergency fund. It should not be embezzled,” said Naqib, a Kunduz resident.
",2021-08-09T19:07:11+0430,https://tolonews.com/afghanistan-174111
748,"
Pakistan FM Criticizes ANDSF, Denies Helping Taliban
","
Pakistan’s Foreign Minister Shah Mehmood Qureshi on Monday said the international community needed to look into the failures of Afghan security forces in the face of Taliban offensives across Afghanistan, Reuters reported. 
Taliban fighters have swiftly gained territory across Afghanistan since May, including six provincial capitals in the last three days, as international forces near a complete withdrawal from the country after 20 years of fighting. 
""The capacity-building, the training, the equipment... where is it?"" Qureshi said at a news conference quoted by Reuters. 
Pakistan cannot be held responsible for the failure of others, he further said. 
Kabul and several western governments said Pakistan's support for the Taliban allowed it to weather 20 years of war after being pushed from power in 2001 by a US-led invasion of Afghanistan, the report said. 
The group today controls more territory than that at any point since 2001. 
Pakistan denies supporting the Taliban. Qureshi said Islamabad was not taking sides in Afghanistan. 
""The lack of will to fight, the capitulation that we are seeing in Afghanistan... can we be held responsible for that? No, we cannot,"" Qureshi said, adding that Pakistan supported a political solution to bring peace to Afghanistan. 
Qureshi said Islamabad was concerned at the violence and the lack of progress in peace talks between the Taliban and the Afghan government, saying that Pakistan had most to lose from an unstable Afghanistan as a direct neighbor. 
A protracted war in Afghanistan is Pakistan's “nightmare scenario,” the country's national security advisor to Prime Minister Imran Khan said on Monday, according to an AP report. 
Moeed Yusuf said Pakistan is pushing the Taliban to return to negotiations, but its leverage is waning as the insurgent group gains more ground in Afghanistan. 
Yusuf also attacked the performance of Afghanistan's National Defense and Security Forces, claiming over a trillion dollars was put into Afghanistan: ""What is going on with this well-equipped and trained force?”
In their sweep through Afghanistan, which began with the late April start of the final withdrawal of US and NATO troops, the Taliban have gained control of strategic and lucrative border crossings, including the Spin Boldak crossing with Pakistan. 
Last weekend the Taliban closed it, after Islamabad demanded that Afghans crossing to the Pakistani side have a passport and a Pakistani visa, something that had not previously been required. 
",2021-08-10T11:18:33+0430,https://tolonews.com/afghanistan-174126
749,"
Over 4,000 Wounded Afghans Treated by ICRC in 10 Days
","
Since the beginning of August, 4,042 weapon-wounded patients have been treated at 15 health facilities supported by the International Committee of the Red Cross (ICRC), an indication of the intensity of the recent violence, the organization said in a statement on Wednesday.
Hundreds of thousands of civilians are at risk as fighting intensifies in and around Kunduz, Lashkar Gah, Kandahar, and other Afghan cities.  
The International Committee of the Red Cross (ICRC) has called on both warring sides to show restraint and protect civilians and vital infrastructure such as hospitals from attacks, especially in urban areas. 
“We are seeing homes destroyed, medical staff and patients put at tremendous risk, and hospitals, electricity and water infrastructure damaged,” said Eloi Fillion, ICRC’s head of delegation in Afghanistan. “The use of explosive weaponry in cities is having severe and indiscriminate effects on the civilian population well beyond its target. Many families have no option but to flee in search of a safer place. This must stop.” 
Street-to-street clashes in Kunduz, Lashkar Gah and other cities over the last few days have injured hundreds of civilians even as medical services are heavily strained due to damage to health facilities and a lack of staff, the ICRC said in a statement.  
The ICRC says that electricity is out across several contested cities and water supply systems are barely operational in some places. “Many families are trying to leave but cannot find transport to escape or simply do not have the financial means,” ICRC said. 
The ICRC and its partner the Afghan Red Crescent Society (ARCS) say they are operating at full capacity to evacuate the wounded and transport the remains of those killed as a result of the conflict. In July alone, the ICRC helped nearly 13,000 patients suffering from weapon-related injuries across the country, and this number appears likely to rise this month as fighting increases in highly populated areas. 
“Health-care facilities, medical workers, and ambulances must be spared at all cost,” said Fillion. “We also call on all fighting parties to allow humanitarian organizations like the ICRC and ARCS to safely evacuate the injured and bring much-needed assistance to the civilian population.” 
",2021-08-10T12:21:53+0430,https://tolonews.com/afghanistan-174128
750,"
US in Talks With Pakistan on Insurgent Safe Havens: Pentagon
","
Pentagon Press Secretary John F. Kirby at a press conference on Monday said that talks with Pakistan continue over the insurgents’ safe havens.
“We continue to have conversations with Pakistani leadership about the safe havens that exist along that border between Afghanistan and Pakistan,” Kirby said. “And we're mindful that -- that those safe havens are only providing a source of more insecurity, more instability inside Afghanistan.”
“And we're not bashful about having that discussion with Pakistani leaders. We're also mindful that Pakistan and the Pakistani people also are -- fall victim to terrorist activities that emanate from that same region” he said.
“So, we're all -- we all have a shared sense of -- of the importance of closing down those safe havens and -- and not allowing them to be used by the Taliban or other insurgent networks to sow discord. And again, we're having that conversation with the Pakistanis all the time,” he further said.
On support for the Afghan government forces, he said that the US is “continuing to support them -- and I assume you're asking about airstrikes, I'm guessing? Because we are helping Afghan forces in a myriad of other ways.”
“But I'm assuming that's your question. And as I said, nothing has changed about the fact that we have the authorities to do it throughout the drawdown,” he noted.
“We have some capability to do it from obviously over the horizon, and the strikes that we have taken have all been from over the horizon. And we'll continue to use those capabilities where and when feasible,” he stated.
“It's not always going to be feasible in every case. And the Taliban has been making advances; there's no question. The Afghans have capacity; they have capability, they have a capable Air Force,” accruing to Kirby.
“And as I said, weeks ago, I think, whatever the outcome here, when we look back, we're going to be able to know, we're going to be able to say, that it was driven by leadership, Afghan leadership, political and military leadership, that's what's vital here,” he said.
“We want all neighboring countries, all neighboring countries, to -- to not take actions that make the situation in Afghanistan more dangerous than it is already, and to continue to try to use international pressure to get a negotiated peaceful political settlement to this war,” said Kirby.
Seeking an end to the Taliban’s attacks on Afghan provincial capitals, the UN envoy for Afghanistan, Deborah Lyons, on Friday said the UN Security Council should issue a statement against such an attempt by the group as the human toll of this strategy is extremely distressing and the political message is even more deeply disturbing.
Addressing the UN Security Council’s special meeting on Afghanistan’s situation, the UN envoy said Afghanistan is now at a dangerous turning point, adding that ahead lies either a genuine peace negotiation or a tragically intertwined set of crises: an increasingly brutal conflict combined with an acute humanitarian situation and multiplying human rights abuses.
In the past weeks, the war in Afghanistan has intensified. The Taliban campaign during June and July to capture rural areas has achieved significant territorial gains. From this strengthened position they have begun to attack the larger cities.
In recent days the Taliban intensified their attacks in the northern parts of the country, especially in Jawzjan, Samangan, Takhar, Balkh, Kunduz and Sar-e-Pul provinces.
With Aybak, capital of Samangan province which fell on Monday, the number of cities that fell to the Taliban recently has risen to five.
Zarang, capital of Nimruz, Sheberghan, capital of Jawzjan province, Taloqan, capital of Takhar, Sar-e-Pul, capital of Sar-e-Pul province and now Aybak, are the cities that are under Taliban control.
",2021-08-10T12:27:36+0430,https://tolonews.com/afghanistan-174129
751,"
Petition Calls on World to Protect Afghan Journalists, Artists
","
More than 80 personalities--including well-known actresses Juliette Binoche and Tilda Swinton--have signed a petition initiated by Afghan-French author and filmmaker Atiq Rahimi, Afghan filmmaker Siddiq Barmak, and Iranian filmmaker Mohsen Makhmalbaf, calling on the international community to grant asylum or other assistance to Afghan journalists, artists and independent filmmakers who are now especially vulnerable as the Taliban increasingly gains territory in the country amid the US troop withdrawal.
The open letter noted that while the US is providing visa opportunities for interpreters and other Afghan staff who had worked for US forces, there are limited provisions for journalists and artists--including independent filmmakers--whose lives are at risk.
""The international coalition in Afghanistan has made it a priority to save the lives of local translators and their families. But it seems that no one cares about Afghan journalists, artists and independent filmmakers. They are priority targets for the Taliban, whose relentless hatred for culture and civilization needs no further proof!""  an English version of the statement reads, adding: ""They are not only the conscience of their people, but, like all artists, the conscience of all mankind, against whom the Taliban--the barbarian fanatics--have declared war.""
Those who signed the petition include filmmakers, writers, actors and journalists.
The petition says: ""Let’s help these witnesses of barbarism, against whom these fundamentalists have declared war. We must act urgently to protect their lives, ensure their security in Afghanistan, or grant them political asylum in free/democratic countries.""
""Otherwise,"" the petition concludes, ""their killing by the Taliban will weigh heavily on our conscience and the horror of fundamentalism will win over the humanist dawn! Let's open the doors of all the embassies to them."" 
",2021-08-10T16:10:48+0430,https://tolonews.com/afghanistan-174134
752,"
UN Seeks Action to Prevent ‘Calamitous Consequences’ for Afghans
","
A senior UN official on Tuesday warned that the failure to stem the rising violence and human rights violations and abuses is having disastrous consequences for the people of Afghanistan.
The remarks come as civilian casualties continue to mount and reports of violations that may amount to war crimes and crimes against humanity continued to emerge.
“We know that urban warfare results in scores of civilians being killed,” said UN High Commissioner for Human Rights Michelle Bachelet. “We have seen it before, too many times.”
Bachelet said that “at least 183 civilians have been killed and 1,181 injured, including children,” in the cities of Lashkar Gah, Kandahar, Herat and Kunduz since July 9.
“These are just the civilian casualties we managed to document,” she said, adding that “the real figures will be much higher.
The UN official called on parties to the conflict to stop fighting to prevent more bloodshed.
“The Taliban must cease their military operations in cities,” she said. “Unless all parties return to the negotiating table and reach a peaceful settlement, the already atrocious situation for so many Afghans will become much worse.”
Bachelet also urged all States to use their influence – bilaterally and multilaterally – to bring the hostilities to an end.
“States have a duty to use any leverage they have to de-escalate the situation and reinvigorate peace processes. The fighting must be brought to an end,” the UN high commissioner stressed, noting the peace-related meetings taking place this week in Doha. 
According to reports documented by the UN Assistance Mission in Afghanistan (UNAMA) and the UN Human Rights Office, most of the civilian harm is being caused by ground engagements. Airstrikes have also resulted in civilian casualties. In addition, since the start of the May Taliban offensive, at least 241,000 people have been displaced, and the protracted fighting in the cities has resulted in damage to essential infrastructure like roads and bridges, and other civilian objects.
In the southern city of Lashkar Gah, the capital of Helmand province, in the 13 days after July 28, when fighting started in the city, the UN received reports of at least 139 civilians killed and 481 injured.
The real numbers are expected to be much higher as communication with the city is intermittently cut off and many civilians wounded by the fighting are unable to reach hospitals. By August 5, hospitals were nearly at full capacity. On July 31 a private clinic was significantly damaged by an Afghan National Army airstrike, leaving one civilian dead and five injured. The available food supply in the city is fast diminishing, said UN reports, and shortages of medical supplies were also reported. Electricity and water were cut off in most parts of the city.
The UN official said that the sweeping takeover of an estimated 192 district administrative centers by the Taliban, the attacks on provincial capitals including Qala-e-Naw, Kandahar, Lashkar Gah, Herat, Faizabad, Ghazni, Maimana, Gardez, Faizabad, Pul-e- Khumri, and Mazar-e-Sharif, and the takeover of at least six provincial capitals - Zaranj in Nimroz province, Sheberghan in Jawzjan province, Kunduz City in Kunduz province, Taluqan in Takhar province, Sar-e-Pul in Sar-e-Pul province and Aybak in Samangan province “have struck fear and dread into the population.”
She warned that the proliferation of pro-government militias being mobilized against the Taliban may also put civilians in additional danger.
In the areas that have already been captured by the Taliban and in contested areas, Bachelet said the Office was receiving reports of summary executions, attacks against current and former government officials and their family members, military use and destruction of homes, schools and clinics, and the laying of large numbers of improvised explosive devices (IEDs), including pressure-plate IEDs which function as anti-personnel landmines.
The UN is also receiving other deeply disturbing reports of serious violations of international humanitarian law such as killings by the Taliban of hors de combat members of Afghan security forces – in some cases after they had even received letters guaranteeing their safety upon surrendering. Orders issued by members of the local Afghan National Police not to spare captured or surrendering Taliban members are also prohibited under international humanitarian law.
Bachelet reminded all parties of their obligation to take all necessary measures to protect civilians, especially when fighting in populated areas. Directing attacks against civilians is a serious violation of international humanitarian law and amounts to a war crime. Perpetrators of serious violations of international human rights and humanitarian law must be held accountable, she stressed.
The High Commissioner also expressed particular concern about early indications that the Taliban are imposing severe restrictions on human rights in the areas under their control, particularly targeting women. “People rightly fear that a seizure of power by the Taliban will erase the human rights gains of the past two decades,” she said.
“We have received reports that women and girls in various districts under Taliban control are prohibited from leaving their homes without a Mahram, a male chaperone. These restrictions have a serious impact on the rights of women, including the right to health – and clearly, in the midst of a war, the need to access urgent medical care for themselves and their families is a matter of life and death. Hampering a woman's ability to leave home without a male escort also inevitably leads to a cascade of other violations of the woman's and her family's economic and social rights,” Bachelet warned.
UN office said that in several locations, the Taliban have reportedly threatened that violation of these rules would result in harsh punishments. There are already reports of women having been flogged and beaten in public because they breached the prescribed rules. In one case in Balkh province, on August 3, a women's rights activist was shot and killed for breaching the rules.
Serious curbs on the freedom of expression and the ability of journalists to do their crucial work by both parties are also of deep concern during this time of uncertainty and chaos, the High Commissioner said.
“The people of Afghanistan are speaking of their deep fears of a return to the worst of the human rights violations of the past,” Bachelet said. “Women, minorities, human rights defenders, journalists as well as others who are particularly vulnerable need particular protection. There are very real risks of renewed atrocities against ethnic and religious minorities.”
“We will continue to monitor the human rights situation, in spite of security and other challenges, and I urge the international community, including through the Human Rights Council and the Security Council, to take urgent action to prevent further atrocities and to ensure that civilians in Afghanistan do not – once again – have to bear the brunt, and aftermath, of a prolonged and deadly conflict,” she concluded.
",2021-08-10T16:42:48+0430,https://tolonews.com/afghanistan-174135
753,"
Politicians Continue to Discuss Public Forces Command Center
","
President Ashraf Ghani held separate meetings with political leaders about their decision to form a command center for public uprising forces in the fight against the Taliban. The discussions focused on the details of the plan, sources said.
The decision was made in a meeting of political leaders with President Ghani on Monday.
The meetings that followed the leaders’ session included Ghani’s meeting with former vice president Mohammad Karim Khalili, Second Vice President Mohammad Sarwar Danesh, presidential adviser and head of People's Islamic Unity Party of Afghanistan Mohammad Mohaqiq and a senior member of Hizb-e-Wahdat, Sadiq Mudabir, who all have an influence on central parts of Afghanistan, sources said.
More meetings are expected to occur between President Ghani and political leaders from various parts of the country to discuss the details of mobilizing public forces under the command center, sources said.
Monday’s meeting was also attended by Marshal Abdul Rashid Dostum, the former vice president, who was reportedly one of the political figures to have suggested the plan. Dostum’s office said that the president has not provided a clear response regarding Dostum’s trip to the north and leading the war against the Taliban.
“We are waiting for the president to announce the date for the trip, equipment and supplying of Marshal Dostum to the north,” Dostum’s spokesman Ihsan Nairo said.
His office also said that Dostum is in Kabul, rejecting reports that he had traveled to the northern province of Balkh on Tuesday.
“Political leaders of the country unanimously announced their support for the system and the Afghan security forces. They also stressed that defending the country is the duty of all Afghan citizens,” a presidential spokesman Latif Mahmoud said.
Some politicians showed their support to a move to mobilize public uprising forces against the Taliban, saying it will prove effective in boosting unity in the fight against the group. However, they expressed their concern over a lack of healthy management of the resistance forces.
“The move by the government for public mobilization is good, but the practical framework should be reviewed. The public forces should follow guerrilla warfare,” said Abdul Hafiz Mansour, a member of the negotiating team of the Islamic Republic of Afghanistan.
“Herat is a role model. The consensus in Herat for supporting the Republic, the security and defense forces is there, and this has boosted the morale,” Herat governor Abdul Saboor Qani said. “We hope that the Herat-like consensus is implemented across Afghanistan.”
The political leaders also discussed the size of the public uprising forces in Monday’s session.
This comes as five provincial capitals have fallen to the Taliban while heavy fighting has gripped other capital cities in various parts of the country.
",2021-08-10T18:00:18+0430,https://tolonews.com/afghanistan-174136
754,"
Acting Finance Minister Leaves Country: Sources
","
The acting minister of finance, Khalid Payinda, has left the country due to pressure by the Presidential Palace, sources said, adding that he is not expected to return to Afghanistan. 
The Ministry of Finance did not comment on the matter but a letter by the ministry shows that Khalid Payinda has left the country for an official visit and Alam Shah Ibrahimi, the deputy minister of finance for customs, is caretaking the ministry. 
 “There are some people around the president who are trying to install their favorites in the Ministry of Finance,” said Zalmay Noori, a member of the finance and budget committee of the Wolesi Jirga, the Lower House of Parliament. 
 A letter seen by TOLOnews shows that Payinda asked two days ago to leave the country, asking his deputy to be appointed as acting minister. 
 “Appointments in the Ministry of Finance and many positions that have income and are areas for corruption, they have been organized deeply and have had a serious effect on the country’s economy,” said Arif Rahmani, an MP. 
 A private sector representative said Payinda, who was appointed to the post seven months ago, has left the country as nine main ports – income generating border towns – have fallen to the Taliban, resulting in a 50% decrease in government revenue. 
 “Six ports, some of them are key, have been lost. Torkham, Hairatan, Ghulam Khan and Angor Ada are still under government control,” said Khan Jan Alokozay, the deputy head of the Afghanistan Chambers Federation.
 The Ministry of Finance and the Presidential Palace did not comment on the matter. Some MPs said that political moves in the appointment of acting ministers and full-fledged ministers at the Ministry of Finance led to the decrease in government revenue before it was affected by the fall of border towns to the Taliban. 
",2021-08-10T18:49:20+0430,https://tolonews.com/afghanistan-174137
