,Title,Text,,Date_time,Title_KeyWord_match,Text_district_match
199,Badghis: ANDSF Pushes Back Taliban After Attacks on Qala-e-Naw | TOLOnews,"Afghan security forces have launched a clearing operation in Qala-e-Naw, capital of Badghis province, on Wednesday afternoon, provincial governor Hasamuddin Shams said. 
The Taliban has been “pushed back from several parts of the city,” said Shams, adding that “security forces are advancing.” 
“I assure you that all our security forces, including the special forces, are defending the city of Qala-e-Naw. The enemy is now engaging us in a number of parts of the city. They (the Taliban) suffered both casualties and a defeat,” he said. 
In the meantime, First Vice President Amrullah Saleh in a post on his Facebook page assured the people that local officials are taking a stand in the fight against the Taliban. 
Previously, Abdul Aziz Aybak, head of the provincial council, said that the Taliban had attacked several parts of Qala-e-Naw. 
“Clashes are ongoing close to police HQ and at an army base in the city,” he said. 
Footage released on social media indicated that the Taliban had reached the prison and was releasing the prisoners in Qala-e-Naw. 
However, local officials have not yet commented on this. 
Three districts of the province have fallen to the Taliban in the past few days, the security sources said. 
The Taliban has not yet commented about the fighting in Qala-e-Naw. 
",,2021-07-07T13:24:15+0430,"['taliban', 'attack']",
205,Two Border Towns in Western Afghanistan Fall to Taliban | TOLOnews,"The Islam Qala border town, one of the main trade gateways into Iran, and the Torghundi border town, one of the two trade gateways into Turkmenistan, both in Herat province in western Afghanistan, have fallen to Taliban, local officials confirmed on Friday.
Activities at Islam Qala customs were stopped after it was fallen to the Taliban, said Nisar Ahmad Naseri, the acting head of Herat customs department.
Videos on social media show Taliban fighters chatting with Iranian border forces in the bordering areas between Afghanistan and Iran.
Taliban has announced to have captured the Islam Qala customs and the Torghundi border town.
Sources from the province said that all officials of Islam Qala customs and a big number of security forces stationed there have crossed the border to Iran following Taliban’s arrival at the area.
Islam Qala customs is one of the biggest customs in the country that adds at least 1.5 billion Afs (around $20 million) to the government’s income every month.
",,2021-07-09T10:53:01+0430,"['fall', 'taliban']",
213,"Joint Afghan Govt, UN Assessment Calls for $1.3B Crisis Aid | TOLOnews","The Afghan government and the United Nations have assessed that Afghanistan needs $800 million for humanitarian assistance and $150 million to $200 million for development programs.
The assessment, called “Joint Humanitarian Appeal,” says that over 18 million people in Afghanistan are in need of humanitarian assistance due to conflicts, coronavirus and drought.
The United Nations and the Ministry of Finance asked international donors to provide the assistance.
“There is a need for a joint humanitarian appeal, as has been made by the Afghan government and the United Nations today so that a humanitarian crisis is prevented,” Acting Finance Minister Khalid Payinda said at a ceremony on Sunday.
“Already this year 25 humanitarian workers have lost their lives--been killed while delivering essential lifesaving humanitarian assistance. 63 were injured. Humanitarian workers are impartial. Humanitarian workers are not a target and that’s a message we would like to reinforce today,” said Ramiz Alakbarov, Deputy Special Representative and UN Resident and Humanitarian Coordinator at United Nations mission in Afghanistan.
He said that 700,000 people will be deprived of access to humanitarian assistance, 500,000 will lose access to drinking water, and health service to one-third of Afghanistan’s population will be cut off if aid organizations don’t receive more money within the next one and a half months.
",,2021-07-11T20:21:38+0430,"['surround', 'taliban']",
215,"New, Civilized Afghan Taliban May Prefer Peace Talks: Rashid | TOLOnews","Pakistan’s Interior Minister Sheikh Rashid Ahmed has said that “new, civilized Afghan Taliban” will prefer the peace talks and that Islamabad will accept any government in Afghanistan that has the support of the Afghan people.
“The dialogue with Taliban will be in the interest of all. We will support peace in neighboring country Afghanistan,” he said as quoted by Dawn news.
He asked all Afghan leaders, politicians and the Taliban to pursue dialogue.
He said that his country wants peace in the region. 
“If China wanted to invest 400 billion dollars in Iran, it will not be possible without peace in Afghanistan. The train we want to bring to Uzbekistan is not possible without stability in Afghanistan. China, Russia, Iran, Pakistan are in a changed region,” he said as quoted by Dawn.
The Pakistan official said that with the fencing of Durand line, Pakistan was in a better position than it had been in the past. 
He said that the Torkham and Chaman pass were being managed well.
Rasbid stated that Pakistan would not allow anyone to use its land for disturbing peace in Afghanistan or the entire region. 
",,2021-07-12T09:32:47+0430,['taliban'],
216,Taliban Have ‘Every Reason’ to Return to Talks: UK Military Chief | TOLOnews,"The UK Chief of the Defense Staff General Sir Nick Carter said in an interview with the BBC that the Taliban have got every reason to return to the talks and that a majority of the people in Afghanistan do not want the group to govern, while reiterating a call for unity among political leaders in the country.
Talking to the BBC’s The Andrew Marr Show, Carter said, “The Taliban have got every reason to come to the table because 60% of Afghanistan are other ethnicities than Pashtuns and they don’t want the Taliban there so there has got to be a negotiated settlement ultimately if the country is going to be governed as a whole country.”
“The key political players in Kabul at the moment have got to show unity because if they show unity, and if the government continues to hold on to the provincial capitals and particularly Kabul as I described then that’s going to bring the Taliban to the table,” he added.
He said that it is too early to say what will happen once the withdrawal of foreign forces are completed. However, he added that there are three scenarios at the moment: “The current government couldn’t fight on as it’s doing at the moment without support from NATO troops… Secondly, there is a risk that the state could fracture and you could end up with different ethnicities breaking the country up as they did in the 1990s… And the third more helpful scenario is that you are going to press for compromise and of course the longer the Afghan government retains the provincial capitals that it is still retaining, the more likely that scenario is to play out.”
He commended the Afghan government’s current strategy to keep provincial centers.
“What I would say is that the Afghan government is pursuing a very sensible strategy of consolidation. At the moment they are not going to fight for every rural area because they don’t need to; what they need to do is to retain provincial capitals… And therefore, control the majority of the population who are now increasingly urbanized.”
He said the challenge faced by the Taliban is: “Can they govern as much of those rural areas as they have now got?”
He said that the Taliban’s credibility could be easily undermined if they are unable to govern these territories.
",,2021-07-12T16:10:20+0430,['taliban'],
218,Key Afghan Politicians to Hold Talks with Taliban in Doha | TOLOnews,"An 11-member team of Afghan politicians are expected to travel to Doha by the end of this week for talks with the Taliban, sources said.  
 
Abdullah Abdullah, Hamid Karzai, Yunus Qanooni, Karim Khalili, Mohammad Mohaqiq, Salam Rahimi, Abdul Rashid Dostum, Gulbuddin Hekmatyar, Sayed Sadat Mansoor Naderi, Enayatullah Baligh and Fatima Gailani are part of the team, sources said. 
 
It is not known who will represent the Taliban in the talks. 
 
This comes as Abdullah Abdullah, the head of the High Council for National Reconciliation, and former president Hamid Karzai, on Tuesday said they expect important steps to be taken in the peace talks within the next few days. 
 
Karzai said that meaningful peace talks are expected to resume soon, but he reiterated that the Afghan government and the Taliban should not lose the current opportunity for reconciliation. 
 
“You will soon witness the resumption of meaningful peace negotiations,” Karzai said at a press conference, calling on the people to not lose hope and to remain in the country. “Have patience, have plans, and move toward peace.” 
 
The former president said the ongoing conflict in Afghanistan has deep roots in world powers' interference for the last two centuries. 
 
Violence and clashes continue in over 20 provinces of the country, but the two sides have not stopped the efforts for peace. US special envoy Zalmay Khalilzad is in the region and has met with negotiators in Doha in the last two days.  
 
“Mr. Khalilzad’s trip is important because the US forces are withdrawing from Afghanistan and, therefore, efforts are being made to help Afghan sides achieve peace,” university lecturer Faiz Mohammad Zaland said. 
 
The meeting will be followed by last week’s talks of an Afghan delegation led by former vice president Mohammad Yunus Qanooni with a Taliban delegation led by Abbas Stanekzai in Tehran. 
 
Some politicians, including former president Karzai’s close aide Abdul Karim Khurram, said the meeting was “highly constructive” during which the two sides shared recommendations with each other. 
",,2021-07-13T18:43:24+0430,['taliban'],
219,Forces Led by Ex-Jihadi Positioned in Herat to Fight Taliban | TOLOnews,"People's Resistance Front’ forces led by Mohammad Ismail Khan, an ex-Jihadi leader, have been deployed alongside security forces in some parts of Herat city to prevent the Taliban from entering the city. 
Armed with light and heavy weapons, the forces warn the Taliban that they will be killed if they get closer to the city of Herat.
Mohammad Ismail Khan says the Resistance Front forces are coordinating their activities with security agencies.
“The government is busy with ensuring security and peace to protect people and the country. To prevent any clash between security forces and the People Resistance Front forces, and to be able to jointly defend the city of Herat, we mutually coordinate things,” said Mohammad Ismail Khan, the leader of the People's Resistance Front.
Sayed Ahmad, a member of the People's Resistance Front, said: “Until the last drop of blood, we are going to defend our country, our people, and our city with high morale.”
Abdul Shakur, another member of the People's Resistance Front, said: “Under no circumstances will we allow the Taliban to enter Herat city. We assure our people that they can continue their normal life.”
The role of the public forces in ensuring security and preventing the Taliban from advancing in Herat is considered vital by the Afghan government and residents of the province.
“After the formation of the people’s mobilization against the Taliban, there has been partial security in Herat city. Compared to last week, the security situation is better now and people’s life has come back to normal,” said Maroof Herawi, a resident of Herat province.
“We need people’s help, cooperation, and support to ensure a lasting security,” said Eraj Faqiri, a resident of Herat.
Hassan Majrooh, who is a military analyst, said: “If the people's mobilization would have a regular and systematic organization and management, and perform activities based on regular leadership and orders--and would not be under any personal orders--it can be very effective in defending the country and the people.”
Meanwhile, security officials in Badghis say Taliban attacks on Qala-e-Naw city have diminished, and security forces have reduced Taliban threats by establishing a security belt around the city.
“The Taliban once again launched multiple attacks on the temporary checkpoints on one of the security belts around the city of Herat, but security forces pushed back these attacks. The Taliban feared lots of casualties,” said Shir Aqa Alokozai, the police chief of Badghis district.
As the Taliban has taken large swathes of territory in the western part of the country, hundreds of residents of Herat province have been mobilized against the Taliban fighters.
",,2021-07-13T20:29:19+0430,['taliban'],
221,HCNR Deputy: Taliban Not Respecting Women’s Rights | TOLOnews,"A member of the High Council for National Reconciliation (HCNR) on Tuesday said that the Taliban have no commitment to the rights of Afghan women or to the nation’s constitution.
Zuhra Mutahhar, the deputy head of HCNR, said that while the Afghan government is trying for peace, the Taliban are increasing their violence.
“The Taliban are not committed to the Constitution, the Taliban are not committed to the rights of women, the Taliban are not committed to the elections, the Taliban are not committed to the progress of women nor to this system,” said Zuhra Mutahhar, the deputy leader of the HCNR.
She said that the Taliban has kept the negotiations table for appearances but on the ground, they have ramped up the war.
The remarks were made at a gathering of the women's committee of the HCNR.
Speakers at the gathering called on the Taliban to stop war and work for peace.
“We should come together for the political settlement in Afghanistan, the 40 years of conflict in Afghanistan must be resolved, the Afghan people want a sustainable, just and dignified peace,” said Dr. Alima, the deputy minister of women’s affairs.
“The women have always campaigned for peace,” said Safia Sediqqi, a member of the women’s committee of the HCNR.
",,2021-07-13T22:33:22+0430,['taliban'],
222,UN Agency Warns of Humanitarian Crisis in Afghanistan | TOLOnews,"The UN Refugee Agency (UNHCR) has warned over a looming humanitarian crisis in Afghanistan due to ongoing violence in the country. 
An estimated 270,000 Afghans have been newly displaced inside the country since January 2021 – primarily due to insecurity and violence –  bringing the total uprooted population to over 3.5 million. 
UNHCR reported that the families forced to flee their homes in recent weeks cite the worsening security situation as the predominant reason for their flight.
In addition to ongoing fighting, displaced civilians have told UNHCR and partners of incidents of extortion by non-state armed groups and the presence of improvised explosive devices (IEDs) on major roads.  
Many have reported interruptions to social services and a loss of income due to rising insecurity. 
The number of civilian casualties has risen 29 percent during the first quarter of this year compared to 2020, according to UN Assistance Mission in Afghanistan, UNHCR says. An increasing proportion of women and children were among those targeted.   
The needs of those who have had to flee suddenly are acute. UNHCR and partners, as part of a coordinated response, are assisting newly displaced Afghans with emergency shelter, food, health, water and sanitation support and cash assistance, despite challenges in accessing vulnerable groups. 
UNHCR says that the resilience of the Afghan people has been pushed to the limit by prolonged conflict, high levels of displacement, the impact of COVID-19, recurrent natural disasters, including drought, and deepening poverty. Some 65 per cent of the Afghan population – in and outside of Afghanistan – are children and young people. 
A failure to reach a peace agreement in Afghanistan and stem the current violence will lead to further displacement within the country, as well as to neighbouring countries and beyond, the UN organization says.
Iran and Pakistan host nearly 90 percent of displaced Afghans - more than two million registered Afghan refugees in total, according to the UNHCR.
Both countries have granted access to territory and protection to Afghan refugees, along with health and educational services through national systems. Their hospitality and inclusive policies, spanning decades and generations, must not be taken for granted, it says.
UNHCR urges the international community to step up support to the Afghan government and people of Afghanistan and its neighbours at this critical moment, in a spirit of solidarity and burden-sharing. 
UNHCR’s financial appeal for the Afghanistan situation (including operations for Afghan refugees in Pakistan and Iran) remains acutely underfunded, at only 43 percent of a total US$ 337 million required. 
This comes as the Afghan government and the United Nations have assessed that Afghanistan needs $953 million for humanitarian assistance and $200 million to $250 million for development programs.
The assessment, called “Joint Humanitarian Appeal,” says that over 18 million people in Afghanistan are in need of humanitarian assistance due to conflicts, coronavirus and drought.
The United Nations and the Ministry of Finance asked international donors to provide the assistance.
",,2021-07-14T10:56:01+0430,['surround'],
223,UN Decries 'Serious Human Rights Abuses' in Afghanistan | TOLOnews,"The United Nations in Afghanistan in a statement on Wednesday said it is ""increasingly concerned"" with the number of reported serious human rights abuses and violations alleged in communities most affected by the ongoing military offensive across the country.
The United Nations Assistance Mission in Afghanistan (UNAMA) said:
“The reports of killing, ill-treatment, persecution and discrimination are widespread and disturbing, creating fear and insecurity,” it said, adding that “those who carry out any such acts must be held accountable.” 
The statement specifically mentioned the reported harm to women and girls:
""UN reiterates that parties are obliged to respect the human rights and dignity of all Afghans, especially those of women and girls who have in the past been subjected to particularly acute forms of discrimination."" 
Joining other international and Afghan voices, the UN again called for peace:
""The best way to end harm to civilians is for peace talks to be re-invigorated in order for a negotiated settlement to be reached.""
The statement also referenced the protection of infrastructure, as Taliban fighters have been destroying government buildings in their attacks on district centers in the country.
""Those genuinely interested in the future of Afghanistan and its people should prioritize negotiating a peace and committing to measures, including safeguarding the country’s infrastructure, that will show a real concern for the welfare of all Afghans,"" according to the statement. 
“All parties are urged to announce an Eid ceasefire that can give Afghans a respite from the conflict and that may contribute to sustained and meaningful peace negotiations,” it added.
",,2021-07-14T13:33:15+0430,['surround'],
227,"Taliban Destroyed, Damaged Infrastructure in 116 Districts: IARCS | TOLOnews","Ahmad Nader Nadery, the chairman of the Independent Administrative Reform and Civil Service Commission (IARCSC), on Thursday said that the IARCSC findings show that in the districts recently seized by the Taliban essential government services have been halted, and a large number of civil servants have been harmed, or displaced from their areas to provincial capitals.
According to Nadery, the Taliban either torched or destroyed 260 government buildings and assets in 116 districts.
Nadery said that 13 million Afghans have been deprived of social services in the Taliban-controlled areas and 50,000 employees including women have been affected in Taliban territories.
“There are more than 13 million people living in areas and districts recently captured by the Taliban, who currently have no access to public services. In these areas, hundreds of development projects such as the reconstruction of water supply networks, roads, retaining walls, the construction of schools, bridges, hospitals, stadiums, cold storage facilities, drilling wells, etc., have been shut down. For instance, in the Taliban-controlled districts of Takhar province alone, 112 ongoing development projects have now been completely stopped,” said IARCSC chief Nader Nadery.
The Taliban has denied the allegations.
Nadery said that the damage done by the Taliban on state institutions is estimated to be around $500 million. He said that 4,000 public services employees have evacuated their native areas because of the threats of the Taliban.
“Attacks on civilian targets, including civilian infrastructure, is a clear breach of international humanitarian laws. These crimes must stop. A peaceful settlement of conflict and a shared future for our people is the only path to stop the destruction and suffering of our country and people,” said Nadery.
“In districts under Taliban control in Paktia province, only those women working in gynecology are permitted to work, but they must wear a Hijab and be accompanied by a Mahram,” said Nadery.
“As the Taliban took control of the districts, more than 50,000 civil servants are unable to perform their duties and live in an uncertain situation. Nearly 4,000 of which have either been harmed or displaced from their areas to provincial capitals due to the bad security situation and threats,” said Nadery.
Meanwhile, the Afghan Independent Human Rights Commission (AIHRC) has said that there are reports that the Taliban imposed some restrictions on the people in areas under their control over the past few weeks.
According to the AIHRC, these restrictions included a ban on women leaving the house without a proper veil and male guardian, the closure of girls schools, a ban on the delivery of health services to women who do not have male guardians, a halt to TV programs, forcing teachers and students to not shave their beards, and putting on turbans.
“Thirteen million humans, 13 million oppressed people in Afghanistan have been affected due to the actions of the Taliban,” said Nadery.
“One of the restrictions is a restriction on women, one of the restrictions is that the women cannot go out of their homes without a veil and guardian,” said Zabihullah Farhang, a spokesman for the AIHRC.
“From the day the Taliban took over our area, the women cannot go outside of their homes or to work,” said senator Fawzia Samkani.
However, the Taliban in a statement has rejected Naderi’s statement.
The Taliban in their statement said that social services including the delivery of health services, agriculture and schooling continues in their areas.
",,2021-07-15T20:55:04+0430,"['taliban', 'district']",
229,Ghani at Int’l Summit Blasts Pakistan for ‘Supporting’ Taliban | TOLOnews,"President Ashraf Ghani at an international summit in Uzbekistan on Friday criticized Pakistan for what he called support to the Taliban, calling on the neighboring country to use its influence and leverage for peace and cessation of hostilities in Afghanistan.
“Intelligence estimates indicate the influx of over 10,000 jihadi fighters from Pakistan and other places in the last month, as well as, support from their affiliates and the transnational terrorist organizations,” President Ghani said at the summit named “Central and South Asia: Regional Connectivity, Challenges and Opportunities.”
“Contrary to the repeated assurances by Prime Minister Khan and his generals that Pakistan does not find a Taliban take over in Afghanistan in Pakistan’s interest, and assured of its use of force will use its power to influence to make the Taliban negotiate seriously, networks and organizations supporting the Taliban are openly celebrating the destruction of assets and capabilities of the Afghan people and state,” he said.
President Ghani said that there is a consensus among credible international observers that the Taliban has not taken any steps to sever their relationship with terrorist organizations. 
“Contrary to the declarations of their political office that they will not attack cities and provincial centers they are accelerating their attacks and attempting to starve the cities,” Ghani said, referring to recent attacks by Taliban.
“We are prepared to face the Taliban and their supporters for as long as it takes until they realize that a political solution is the only way forward,” he said. “We, therefore, call on the Taliban to engage with the government of Afghanistan to end the war and the destructive recent onslaught.”
Ghani asked the region for “sense of urgency,” adding, “Lessons learnt are clear. Without regional consensus, and support peace does not break out.”
“To plunge Afghanistan into all-out war is to plunge the region into radical uncertainty. Pakistan, therefore, needs to be engaged coherently and urgently from the perspective of regional interest,” he concluded.
On the sidelines of this conference, President Ghani met with Uzbek president, a US delegation and the Pakistani prime minister.
",,2021-07-16T17:57:37+0430,['taliban'],
231,"Afghan Republic, Taliban Delegations Begin Talks in Doha | TOLOnews","A high-ranking delegation from the Islamic Republic of Afghanistan led by Chairman Abdullah Abdullah and a Taliban delegation led by deputy leader of the group Abdul Ghani Baradar started negotiations on peace with the hope to agree on key issues that will lead to political settlement and end of violence in the country.
The meeting is hosted by Qatar where the republic and Taliban negotiators have continued their talks for the last 10 months, but their meetings have not had tangible progress so far.
Former vice president Mohammad Karim Khalili, Ata Mohammad Noor, Batur Dostum Salam Rahimi, and Sayed Saadat Mansoor Naderi are part of the Afghan republic’s delegation.
Addressing the opening ceremony of peace talks in Doha, Abdullah Abdullah, head of the High Council for National Reconciliation, said Afghans are passing through difficult days, heavy clashes are underway and the main victims are the people.
Abdullah says that comprehensive meetings were held between Afghan politicians and the government leaders ahead of the Doha meeting and all had one message: Afghanistan’s problem has no military solution.
He said that all efforts should be focused on ending the war and achieving a political settlement.
To achieve peace, there is a need for flexibility from both sides, Abdullah said.
“We believe that the regional and international environment has been provided… Afghans want the continuation of the world’s support to the peace process,” he said.
Addressing the event, the Taliban’s deputy leader Abdul Ghani Baradar said that despite the lack of progress in intra-Afghan negotiations in Doha, there is a need to keep the hope. He added that they will make efforts to make the talks a success.
Baradar said that to ensure Afghanistan’s prosperity, there is a need for a central and independent Islamic system and to achieve this, “we should ignore our personal interests.”
Reiterating on unity among Afghans, Baradar said Afghanistan is a common home for all Afghans and that “we should ignore details if we want to achieve bigger goals.”
“We should end lack of trust and should make efforts for the nation’s unity,” Baradar added.
The meeting comes at a time heavy clashes are underway between government forces and Taliban in various parts of the country for the last two months.
",,2021-07-17T13:45:20+0430,['taliban'],
233,Afghans Will Never Allow Taliban to Achieve Its Goals: Mohammadi | TOLOnews,"Acting Minister of Defense Gen. Bismillah Mohammadi on Saturday said that the Afghan people and the government will not allow the Taliban to takeover the country through military pressure.
He said that losing territory during the war is a natural phenomenon, but territory never determines the fate of the conflict.
“The Taliban will not reach to their goals through violence. They only add to the pain and suffering of our people. But they will not reach to their evil goal. We are fully committed to defend Afghanistan,” said Mohammadi.
Mohammadi made the remarks during the graduation ceremony of 135 Afghan Special Force members in Kabul. The new officers will soon be deployed to the frontlines.
“We will not allow anyone to rule our country and soil until we are alive,” said a newly Special Force graduate Sayed Tawala.
“The Afghan people must be assured,” said Sakina, a Special Force officer.
The graduation comes at a time that the Taliban have taken over 200 districts in the past two months.
“Losing territory or a geography during war is a normal thing. Everyone knows that territory is being exchanged during the war, but it does not determine the main thing,” said Mohammadi.
“We will defend till last drop our blood and will not permit the enemy to get to its evil objective,” said Khaled Amiri, the commander of Special Forces of the Afghan National Army (ANA).
Violence dramatically increased in Afghanistan following the US announcement of withdrawing its forces from the country by August 31st.
",,2021-07-17T19:26:05+0430,['taliban'],
234,Taliban Leader Says Group Wants 'Political Solution' | TOLOnews,"Taliban leader Mullah Hibatullah Akhundzada in an Eid message on Sunday emphasized the need for a political solution to the Afghan crisis. 
He mentioned the Taliban's takeover of districts but said the group's support for a political solution is ""serious."" 
The Taliban leader also said that the group would take advantage of any opportunity that would result in the establishment of an Islamic system and peace and security in the country.  
Akhundzada said the group is committed to resolving issues through dialogue, but he accused the Afghan government of wasting time in the peace talks.
He also said that the Taliban wants “good, strong diplomatic, economic and political relations” with the world, and he assured neighboring countries, the region, and the world that Afghanistan will not allow anyone to use its territory to threaten the security of other countries.  
He has called on other countries not to ""interfere"" in Afghanistan's internal affairs. 
Akhundada pledged that the Taliban will work to protect embassies, foreign organizations and investors.
He said that the Taliban is committed to freedom of speech within the framework of Islamic law and the national interests of the country, and that journalists should act on these two important points and adhere to the principles of journalism. 
On Saturday, a high-ranking delegation from the Islamic Republic of Afghanistan led by Chairman Abdullah Abdullah, and a Taliban delegation led by the deputy leader of the group Abdul Ghani Baradar, started peace negotiations with the hope of agreeing on key issues that will lead to a political settlement and an end to violence in the country. 
The meeting was hosted by Qatar.
Representatives of the republic and the Taliban have sporadically engaged in talks for the last 10 months, but their meetings so far have not made tangible progress.
Former vice president Mohammad Karim Khalili, Ata Mohammad Noor, Batur Dostum Salam Rahimi, and Sayed Saadat Mansoor Naderi are part of the Afghan republic’s delegation in the latest round.
Addressing the opening ceremony of peace talks in Doha, Abdullah Abdullah, head of the High Council for National Reconciliation, said Afghans are passing through difficult days, heavy clashes are underway and the main victims are the people.
Abdullah said that comprehensive meetings were held between Afghan politicians and the government leaders ahead of the Doha meeting and all had one message: Afghanistan’s problem has no military solution. 
He said that all efforts should be focused on ending the war and achieving a political settlement. 
To achieve peace, there is a need for flexibility from both sides, Abdullah said. 
 
“We believe that the regional and international environment has been provided… Afghans want the continuation of the world’s support to the peace process,” he said. 
Addressing the event, the Taliban’s deputy leader Abdul Ghani Baradar said that despite the lack of progress in intra-Afghan negotiations in Doha, there is a need to keep the hope. He added that they will make efforts to make the talks a success. 
Baradar said that to ensure Afghanistan’s prosperity, there is a need for a central and independent Islamic system and to achieve this “we should ignore our personal interests.” 
Calling for unity among Afghans, Baradar said Afghanistan is a common home for all Afghans and that “we should ignore details if we want to achieve bigger goals.” 
“We should end the lack of trust and should make efforts for the nation’s unity,” Baradar added. 
The meeting comes as heavy clashes have been ongoing between government forces and the Taliban in various parts of the country for the last two months. 
",,2021-07-18T13:25:56+0430,['taliban'],
237,"Republic, Taliban Delegations Agree to Expedite Peace Efforts | TOLOnews","High-ranking delegations from the Islamic Republic of Afghanistan and the Taliban concluded two days of negotiations and agreed to expedite the peace efforts and continue high-level talks, but fallen short to meet the people’s expectations from their engagement amidst increasing violence in the country.
Abdullah Abdullah, the chairman of the High Council for National Reconciliation and the head of the 7-member delegation of Afghan politicians in talks with the Taliban, assured the participants of the Afghan government’s firm will and commitment for peace and said the two days of negotiations were a good opportunity for both sides to clearly share their position to each other.
The two sides issued a short joint statement in which they agreed to continue high level talks on peace, but there was no mention about de-escalation of violence or ceasefire.
They agreed to find a common ground to move the country forward from the current situation, the statement reads.
Both sides agreed to protect the country’s civilian infrastructure, prevent civilian casualties and cooperate with humanitarian assistance, the statement said.
Both sides in their statement thanked Qatar for hosting the talks and other countries for their support to the peace process.
It also reiterated on cooperating with efforts to treat COVID-19 patients in the country’s health centers, especially when it comes to oxygen supply to these centers.
",,2021-07-18T23:19:35+0430,['taliban'],
238,Diplomatic Missions Call for End to Taliban Offensive | TOLOnews,"The diplomatic missions to Afghanistan in a joint statement on Monday called on the Taliban to end the ""ongoing military offensive which thwarts effort to arrive at a negotiated solution to the conflict and harms and displaced civilians.” 
The statement was issued by the following missions: Australia, Canada, the Czech Republic, Denmark, the EU delegation, Finland, Germany, Italy, Japan, Korea, the United Kingdom and the United States. 
“We condemn the continued targeted killings taking place throughout Afghanistan, the destruction of vital infrastructure, and threats, declarations, and other actions against the gains Afghans have made over the last twenty years, gains which we have strongly supported,” it said.  
The statement from the missions also said that the Taliban’s offensive is in direct contradiction to their claim to support a negotiated settlement to the conflict and to the Doha peace process. 
“It has resulted in loss of innocent Afghan lives, including through continued targeted killings, displacement of the civilian’s population, looting and burning of buildings, destruction of vital infrastructure, and damage to communication networks,” the statement said. 
“The indiscriminate detaining and killings of civilians and assaults of prisons demonstrates an extremely concerning disregard for the rule of law. In districts occupied by the Taliban, inhabitants and observers also credibly report attempts to repress the human rights of women and girls and to shut down private and public media organizations in an attempt to conceal their human rights abuses and diminish freedom of expression,” it states.
“On behalf of our respective missions, we vehemently condemn these and any other actions that violate the human rights of Afghan citizens. Afghans have made numerous gains over the past 20 years and want to continue building on their achievements in development, human rights, and free speech,” it noted. 
“We want to underscore that progress made over the past years can only be sustained if all parties work together,” it said. 
“We join the United Nations Assistance Mission in Afghanistan in calling on the Taliban and all parties to immediately end violence, agree to a permanent and comprehensive ceasefire, and engage fully in peace negotiations to end the suffering of the Afghan people and pave the way to an inclusive political settlement that benefits all Afghans and ensures that Afghanistan does not again serve as a safe haven for insurgents,” it added. 
The statement urged the Taliban to lay down their weapons during the Eid-ul-Adha ""for good"" and ""show the world their commitment to the peace process.""  
Also on Monday religious scholars from 34 provinces held a gathering and called for an immediate ceasefire in the country, saying they want a permanent end to the conflict.
""For the sake of God, stop this war. It has affected hundreds of people,"" said a religious scholar, who called on the warring parties to end hostilities.
The religious scholars issued a resolution and asked the warring parties to “solve the issue through talks.” 
“All sides must say yes to peace.”
The scholars urged countries in the region, including Pakistan and Iran, to help Afghanistan in its peace process.
",,2021-07-19T15:37:10+0430,['taliban'],
240,President Ghani Blasts Taliban for Having ‘No Will’ for Peace | TOLOnews,"President Ashraf Ghani in a speech on Eid said recent deeds by the Taliban showed the group has “no will” for peace and going forward, decisions by the government will be made based on that.
Ghani said the Islamic Republic of Afghanistan’s decision to send a high-ranking delegation to Doha for negotiations was an ultimatum.
“Taliban made clear many things. Mr. Abdullah told me some minutes ago that there is no will for peace in Taliban. We sent the delegation to do the ultimatum and to show that we have the will for peace and we are ready for sacrifice for it, but they (Taliban) have no will for peace and we should make decisions based on this,” Ghani said.
Ghani said this Eid has been named after Afghan forces to honor their sacrifices and courage, especially in the last three months.
“Afghanistan’s security and defense forces have made many sacrifices in the last 20 years, especially in the last three months, to defend this soil and honor of this homeland, sincerely,” Ghani said.
He added that he has spent the last week working on an “urgent and practical plan” to overcome the current situation. President Ghani says Afghans should prove in action that they are united.
“This plan has been prepared. It has two parts in terms of security,” he said. He added that one part of the plan is setting priorities for security and defense forces.
He said a firm stance by the people for the next three to six months will change the situation.
Ghani reiterated that there is a need for national support and national defense and said the future of Afghanistan will be made in Afghanistan and by Afghans.
He said today’s Afghanistan is not the one it was 20 years ago and every city has signs of development.
“There is no place for forming militias and arbitrariness in this country,” he said.
He said the Taliban “destroyed 260 public buildings” and that if they are Afghans they should avoid eliminating public establishments and people’s houses.
Ghani said the government released 5,000 Taliban prisoners but the group so far has not been ready for meaningful talks.
",,2021-07-20T10:32:35+0430,['taliban'],
